"filename", "language", "Markdown", "YAML", "C++", "Swift", "CMake", "XML", "JSON", "Dart", "HTML", "Java Properties", "comment", "blank", "total"
"/home/anuar/Documentos/Proyectos/TempoSage/Tempo_Sage_Movil/temposage/windows/CMakeLists.txt", "CMake", 0, 0, 0, 0, 89, 0, 0, 0, 0, 0, 0, 20, 109
"/home/anuar/Documentos/Proyectos/TempoSage/Tempo_Sage_Movil/temposage/windows/flutter/CMakeLists.txt", "CMake", 0, 0, 0, 0, 98, 0, 0, 0, 0, 0, 0, 12, 110
"/home/anuar/Documentos/Proyectos/TempoSage/Tempo_Sage_Movil/temposage/windows/flutter/generated_plugin_registrant.cc", "C++", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 4, 5, 12
"/home/anuar/Documentos/Proyectos/TempoSage/Tempo_Sage_Movil/temposage/windows/flutter/generated_plugin_registrant.h", "C++", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 5, 6, 16
"/home/anuar/Documentos/Proyectos/TempoSage/Tempo_Sage_Movil/temposage/windows/flutter/generated_plugins.cmake", "CMake", 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 6, 24
"/home/anuar/Documentos/Proyectos/TempoSage/Tempo_Sage_Movil/temposage/windows/runner/CMakeLists.txt", "CMake", 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 7, 41
"/home/anuar/Documentos/Proyectos/TempoSage/Tempo_Sage_Movil/temposage/windows/runner/flutter_window.cpp", "C++", 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 7, 16, 72
"/home/anuar/Documentos/Proyectos/TempoSage/Tempo_Sage_Movil/temposage/windows/runner/flutter_window.h", "C++", 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 5, 9, 34
"/home/anuar/Documentos/Proyectos/TempoSage/Tempo_Sage_Movil/temposage/windows/runner/main.cpp", "C++", 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 4, 10, 44
"/home/anuar/Documentos/Proyectos/TempoSage/Tempo_Sage_Movil/temposage/windows/runner/resource.h", "C++", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 6, 2, 17
"/home/anuar/Documentos/Proyectos/TempoSage/Tempo_Sage_Movil/temposage/windows/runner/utils.cpp", "C++", 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 2, 10, 66
"/home/anuar/Documentos/Proyectos/TempoSage/Tempo_Sage_Movil/temposage/windows/runner/utils.h", "C++", 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 6, 6, 20
"/home/anuar/Documentos/Proyectos/TempoSage/Tempo_Sage_Movil/temposage/windows/runner/win32_window.cpp", "C++", 0, 0, 210, 0, 0, 0, 0, 0, 0, 0, 24, 55, 289
"/home/anuar/Documentos/Proyectos/TempoSage/Tempo_Sage_Movil/temposage/windows/runner/win32_window.h", "C++", 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 31, 24, 103
"Total", "-", 744, 387, 540, 61, 461, 479, 248, 16487, 19, 8, 1337, 2361, 23132
